"location_key","city","state","country","region","market"
Roman-Neamt-Romania,Roman,Neamt,Romania,EMEA,EMEA
Ninghai-Shandong-China,Ninghai,Shandong,China,North Asia,APAC
Bauchi-Bauchi-Nigeria,Bauchi,Bauchi,Nigeria,Africa,Africa
Illkirch-Graffenstaden-Alsace-France,Illkirch-Graffenstaden,Alsace,France,Central,EU
Longjumeau-Ile-de-France-France,Longjumeau,Ile-de-France,France,Central,EU
Sannois-Ile-de-France-France,Sannois,Ile-de-France,France,Central,EU
Horlivka-Donetsk-Ukraine,Horlivka,Donetsk,Ukraine,EMEA,EMEA
Senlis-Picardy-France,Senlis,Picardy,France,Central,EU
Campo Grande-Mato Grosso do Sul-Brazil,Campo Grande,Mato Grosso do Sul,Brazil,South,LATAM
Carol Stream-Illinois-United States,Carol Stream,Illinois,United States,Central,US
Arak-Markazi-Iran,Arak,Markazi,Iran,EMEA,EMEA
Huaraz-Ancash-Peru,Huaraz,Ancash,Peru,South,LATAM
Astrakhan'-Astrakhan'-Russia,Astrakhan',Astrakhan',Russia,EMEA,EMEA
Limbe-Sud-Ouest-Cameroon,Limbe,Sud-Ouest,Cameroon,Africa,Africa
Jacareí-São Paulo-Brazil,Jacareí,São Paulo,Brazil,South,LATAM
Tartagal-Salta-Argentina,Tartagal,Salta,Argentina,South,LATAM
Foshan-Guangdong-China,Foshan,Guangdong,China,North Asia,APAC
Hurghada-Al Bahr Al Ahmar-Egypt,Hurghada,Al Bahr Al Ahmar,Egypt,Africa,Africa
Mechelen-Antwerp-Belgium,Mechelen,Antwerp,Belgium,Central,EU
Mosquera-Cundinamarca-Colombia,Mosquera,Cundinamarca,Colombia,South,LATAM
Washington-England-United Kingdom,Washington,England,United Kingdom,North,EU
Edmond-Oklahoma-United States,Edmond,Oklahoma,United States,Central,US
Albi-Midi-Pyrénées-France,Albi,Midi-Pyrénées,France,Central,EU
York-Pennsylvania-United States,York,Pennsylvania,United States,East,US
New York City-New York-United States,New York City,New York,United States,East,US
Waynesboro-Virginia-United States,Waynesboro,Virginia,United States,South,US
Lida-Hrodna-Belarus,Lida,Hrodna,Belarus,EMEA,EMEA
Binzhou-Heilongjiang-China,Binzhou,Heilongjiang,China,North Asia,APAC
Banjarmasin-Kalimantan Selatan-Indonesia,Banjarmasin,Kalimantan Selatan,Indonesia,Southeast Asia,APAC
Meizhou-Guangdong-China,Meizhou,Guangdong,China,North Asia,APAC
Estelí-Estelí-Nicaragua,Estelí,Estelí,Nicaragua,Central,LATAM
Mérida-Yucatán-Mexico,Mérida,Yucatán,Mexico,North,LATAM
Lianzhou-Guangdong-China,Lianzhou,Guangdong,China,North Asia,APAC
Fontenay-aux-Roses-Ile-de-France-France,Fontenay-aux-Roses,Ile-de-France,France,Central,EU
Apodaca-Nuevo León-Mexico,Apodaca,Nuevo León,Mexico,North,LATAM
Antipolo-Calabarzon-Philippines,Antipolo,Calabarzon,Philippines,Southeast Asia,APAC
Bendigo-Victoria-Australia,Bendigo,Victoria,Australia,Oceania,APAC
El Jadida-Doukkala-Abda-Morocco,El Jadida,Doukkala-Abda,Morocco,Africa,Africa
Manisa-Manisa-Turkey,Manisa,Manisa,Turkey,EMEA,EMEA
Gubkin-Belgorod-Russia,Gubkin,Belgorod,Russia,EMEA,EMEA
Bratsk-Irkutsk-Russia,Bratsk,Irkutsk,Russia,EMEA,EMEA
Alkmaar-North Holland-Netherlands,Alkmaar,North Holland,Netherlands,Central,EU
Talara-Piura-Peru,Talara,Piura,Peru,South,LATAM
Junín-Provincia de Buenos Aires-Argentina,Junín,Provincia de Buenos Aires,Argentina,South,LATAM
Arnsberg-North Rhine-Westphalia-Germany,Arnsberg,North Rhine-Westphalia,Germany,Central,EU
Niamey-Niamey-Niger,Niamey,Niamey,Niger,Africa,Africa
Argentan-Lower Normandy-France,Argentan,Lower Normandy,France,Central,EU
Girona-Catalonia-Spain,Girona,Catalonia,Spain,South,EU
Tottori-Tottori-Japan,Tottori,Tottori,Japan,North Asia,APAC
Saint-Nazaire-Pays de la Loire-France,Saint-Nazaire,Pays de la Loire,France,Central,EU
Borazjan-Bushehr-Iran,Borazjan,Bushehr,Iran,EMEA,EMEA
Coquitlam-British Columbia-Canada,Coquitlam,British Columbia,Canada,Canada,Canada
Columbia-Maryland-United States,Columbia,Maryland,United States,East,US
Mount Vernon-New York-United States,Mount Vernon,New York,United States,East,US
Nal'chik-Kabardino-Balkariya-Russia,Nal'chik,Kabardino-Balkariya,Russia,EMEA,EMEA
Xiangtan-Hunan-China,Xiangtan,Hunan,China,North Asia,APAC
Kita-ku-Hyogo-Japan,Kita-ku,Hyogo,Japan,North Asia,APAC
Jacksonville-North Carolina-United States,Jacksonville,North Carolina,United States,South,US
Jiangyou-Sichuan-China,Jiangyou,Sichuan,China,North Asia,APAC
Baotou-Inner Mongolia-China,Baotou,Inner Mongolia,China,North Asia,APAC
Vitória de Santo Antão-Pernambuco-Brazil,Vitória de Santo Antão,Pernambuco,Brazil,South,LATAM
Thies Nones-Thies-Senegal,Thies Nones,Thies,Senegal,Africa,Africa
Liverpool-England-United Kingdom,Liverpool,England,United Kingdom,North,EU
Hisar-Haryana-India,Hisar,Haryana,India,Central Asia,APAC
Feira-Aveiro-Portugal,Feira,Aveiro,Portugal,South,EU
Presidencia Roque Sáenz Peña-Chaco-Argentina,Presidencia Roque Sáenz Peña,Chaco,Argentina,South,LATAM
Bangkok-Bangkok-Thailand,Bangkok,Bangkok,Thailand,Southeast Asia,APAC
Latur-Maharashtra-India,Latur,Maharashtra,India,Central Asia,APAC
Yushu-Jilin-China,Yushu,Jilin,China,North Asia,APAC
Perpignan-Languedoc-Roussillon-France,Perpignan,Languedoc-Roussillon,France,Central,EU
Kassala-Kassala-Sudan,Kassala,Kassala,Sudan,Africa,Africa
Jixi-Heilongjiang-China,Jixi,Heilongjiang,China,North Asia,APAC
Berlin-Berlin-Germany,Berlin,Berlin,Germany,Central,EU
Misratah-Misratah-Libya,Misratah,Misratah,Libya,Africa,Africa
Rome-New York-United States,Rome,New York,United States,East,US
Beverly-Massachusetts-United States,Beverly,Massachusetts,United States,East,US
Delicias-Chihuahua-Mexico,Delicias,Chihuahua,Mexico,North,LATAM
Bijapur-Karnataka-India,Bijapur,Karnataka,India,Central Asia,APAC
Kidderminster-England-United Kingdom,Kidderminster,England,United Kingdom,North,EU
Caucaia-Ceará-Brazil,Caucaia,Ceará,Brazil,South,LATAM
Norwich-Connecticut-United States,Norwich,Connecticut,United States,East,US
Sokode-Centrale-Togo,Sokode,Centrale,Togo,Africa,Africa
Tlaquepaque-Jalisco-Mexico,Tlaquepaque,Jalisco,Mexico,North,LATAM
Santa Clara-Villa Clara-Cuba,Santa Clara,Villa Clara,Cuba,Caribbean,LATAM
Ufa-Bashkortostan-Russia,Ufa,Bashkortostan,Russia,EMEA,EMEA
Hayange-Lorraine-France,Hayange,Lorraine,France,Central,EU
Blois-Centre-France,Blois,Centre,France,Central,EU
Koidu-Eastern-Sierra Leone,Koidu,Eastern,Sierra Leone,Africa,Africa
Torrance-California-United States,Torrance,California,United States,West,US
Berne-Bern-Switzerland,Berne,Bern,Switzerland,Central,EU
Stolberg-North Rhine-Westphalia-Germany,Stolberg,North Rhine-Westphalia,Germany,Central,EU
Malambo-Atlántico-Colombia,Malambo,Atlántico,Colombia,South,LATAM
Medina-Al Madinah-Saudi Arabia,Medina,Al Madinah,Saudi Arabia,EMEA,EMEA
Yaroslavl'-Yaroslavl'-Russia,Yaroslavl',Yaroslavl',Russia,EMEA,EMEA
Victoria-Tamaulipas-Mexico,Victoria,Tamaulipas,Mexico,North,LATAM
La Rochelle-Poitou-Charentes-France,La Rochelle,Poitou-Charentes,France,Central,EU
Vittoria-Sicily-Italy,Vittoria,Sicily,Italy,South,EU
Venice-Veneto-Italy,Venice,Veneto,Italy,South,EU
Dayr az Zawr-Dayr Az Zawr-Syria,Dayr az Zawr,Dayr Az Zawr,Syria,EMEA,EMEA
Halle-Saxony-Anhalt-Germany,Halle,Saxony-Anhalt,Germany,Central,EU
Lincoln Park-Michigan-United States,Lincoln Park,Michigan,United States,Central,US
Takestan-Qazvin-Iran,Takestan,Qazvin,Iran,EMEA,EMEA
Jammu-Jammu and Kashmir-India,Jammu,Jammu and Kashmir,India,Central Asia,APAC
Crato-Ceará-Brazil,Crato,Ceará,Brazil,South,LATAM
Kabwe-Central-Zambia,Kabwe,Central,Zambia,Africa,Africa
Tours-Centre-France,Tours,Centre,France,Central,EU
Mopti-Mopti-Mali,Mopti,Mopti,Mali,Africa,Africa
Bakersfield-California-United States,Bakersfield,California,United States,West,US
Duzce-Düzce-Turkey,Duzce,Düzce,Turkey,EMEA,EMEA
Dongguan-Guangdong-China,Dongguan,Guangdong,China,North Asia,APAC
Zhongxiang-Hubei-China,Zhongxiang,Hubei,China,North Asia,APAC
Arles-Provence-Alpes-Côte d'Azur-France,Arles,Provence-Alpes-Côte d'Azur,France,Central,EU
Ciudad del Carmen-Campeche-Mexico,Ciudad del Carmen,Campeche,Mexico,North,LATAM
Garza García-Nuevo León-Mexico,Garza García,Nuevo León,Mexico,North,LATAM
Breda-North Brabant-Netherlands,Breda,North Brabant,Netherlands,Central,EU
Neu-Ulm-Bavaria-Germany,Neu-Ulm,Bavaria,Germany,Central,EU
Mau-Madhya Pradesh-India,Mau,Madhya Pradesh,India,Central Asia,APAC
Ponteareas-Galicia-Spain,Ponteareas,Galicia,Spain,South,EU
Getafe-Madrid-Spain,Getafe,Madrid,Spain,South,EU
Brisbane-Queensland-Australia,Brisbane,Queensland,Australia,Oceania,APAC
Independence-Missouri-United States,Independence,Missouri,United States,Central,US
Heerlen-Limburg-Netherlands,Heerlen,Limburg,Netherlands,Central,EU
Lucca-Tuscany-Italy,Lucca,Tuscany,Italy,South,EU
Gebze-Kocaeli-Turkey,Gebze,Kocaeli,Turkey,EMEA,EMEA
Guelmim-Guelmim-Es Semara-Morocco,Guelmim,Guelmim-Es Semara,Morocco,Africa,Africa
Greenwood-Indiana-United States,Greenwood,Indiana,United States,Central,US
Deva-Hunedoara-Romania,Deva,Hunedoara,Romania,EMEA,EMEA
Petrópolis-Rio de Janeiro-Brazil,Petrópolis,Rio de Janeiro,Brazil,South,LATAM
Cuernavaca-Morelos-Mexico,Cuernavaca,Morelos,Mexico,North,LATAM
Borujerd-Lorestan-Iran,Borujerd,Lorestan,Iran,EMEA,EMEA
Cognac-Poitou-Charentes-France,Cognac,Poitou-Charentes,France,Central,EU
Lodz-Lodz-Poland,Lodz,Lodz,Poland,EMEA,EMEA
Mohammedia-Grand Casablanca-Morocco,Mohammedia,Grand Casablanca,Morocco,Africa,Africa
La Teste-de-Buch-Aquitaine-France,La Teste-de-Buch,Aquitaine,France,Central,EU
Cholet-Pays de la Loire-France,Cholet,Pays de la Loire,France,Central,EU
Copenhagen-Hovedstaden-Denmark,Copenhagen,Hovedstaden,Denmark,North,EU
Wels-Upper Austria-Austria,Wels,Upper Austria,Austria,Central,EU
Redmond-Oregon-United States,Redmond,Oregon,United States,West,US
Ninghai-Zhejiang-China,Ninghai,Zhejiang,China,North Asia,APAC
Avignon-Provence-Alpes-Côte d'Azur-France,Avignon,Provence-Alpes-Côte d'Azur,France,Central,EU
Andijon-Andijan-Uzbekistan,Andijon,Andijan,Uzbekistan,EMEA,EMEA
Tartu-Tartumaa-Estonia,Tartu,Tartumaa,Estonia,EMEA,EMEA
New Rochelle-New York-United States,New Rochelle,New York,United States,East,US
Basildon-England-United Kingdom,Basildon,England,United Kingdom,North,EU
Pesaro-Marche-Italy,Pesaro,Marche,Italy,South,EU
Ji-Paraná-Rondônia-Brazil,Ji-Paraná,Rondônia,Brazil,South,LATAM
Tumkur-Karnataka-India,Tumkur,Karnataka,India,Central Asia,APAC
Saint-Malo-Brittany-France,Saint-Malo,Brittany,France,Central,EU
Chilly-Mazarin-Ile-de-France-France,Chilly-Mazarin,Ile-de-France,France,Central,EU
Huaiyin-Jiangsu-China,Huaiyin,Jiangsu,China,North Asia,APAC
Huangshi-Hubei-China,Huangshi,Hubei,China,North Asia,APAC
Monterrey-Nuevo León-Mexico,Monterrey,Nuevo León,Mexico,North,LATAM
Nicolás Romero-México-Mexico,Nicolás Romero,México,Mexico,North,LATAM
Stockholm-Stockholm-Sweden,Stockholm,Stockholm,Sweden,North,EU
Cambridge-Massachusetts-United States,Cambridge,Massachusetts,United States,East,US
Sagunto-Valenciana-Spain,Sagunto,Valenciana,Spain,South,EU
Hengyang-Hunan-China,Hengyang,Hunan,China,North Asia,APAC
Bertoua-Est-Cameroon,Bertoua,Est,Cameroon,Africa,Africa
Innsbruck-Tyrol-Austria,Innsbruck,Tyrol,Austria,EMEA,EMEA
Summerville-South Carolina-United States,Summerville,South Carolina,United States,South,US
Bremen-Bremen-Germany,Bremen,Bremen,Germany,Central,EU
Sallanches-Rhône-Alpes-France,Sallanches,Rhône-Alpes,France,Central,EU
Doha-Ad Dawhah-Qatar,Doha,Ad Dawhah,Qatar,EMEA,EMEA
Parakou-Borgou-Benin,Parakou,Borgou,Benin,Africa,Africa
Neijiang-Sichuan-China,Neijiang,Sichuan,China,North Asia,APAC
Rennes-Brittany-France,Rennes,Brittany,France,Central,EU
West Jordan-Utah-United States,West Jordan,Utah,United States,West,US
Spokane-Washington-United States,Spokane,Washington,United States,West,US
Lansing-Michigan-United States,Lansing,Michigan,United States,Central,US
Dreux-Centre-France,Dreux,Centre,France,Central,EU
Bergen-Hordaland-Norway,Bergen,Hordaland,Norway,North,EU
Aurangabad-Bihar-India,Aurangabad,Bihar,India,Central Asia,APAC
Mumbai-Maharashtra-India,Mumbai,Maharashtra,India,Central Asia,APAC
Divinópolis-Minas Gerais-Brazil,Divinópolis,Minas Gerais,Brazil,South,LATAM
Nairobi-Nairobi-Kenya,Nairobi,Nairobi,Kenya,Africa,Africa
Frisco-Texas-United States,Frisco,Texas,United States,Central,US
Santo Domingo-Santo Domingo-Dominican Republic,Santo Domingo,Santo Domingo,Dominican Republic,Caribbean,LATAM
Huambo-Huambo-Angola,Huambo,Huambo,Angola,Africa,Africa
Bottrop-North Rhine-Westphalia-Germany,Bottrop,North Rhine-Westphalia,Germany,Central,EU
Franca-São Paulo-Brazil,Franca,São Paulo,Brazil,South,LATAM
Benghazi-Banghazi-Libya,Benghazi,Banghazi,Libya,Africa,Africa
Clydach-Wales-United Kingdom,Clydach,Wales,United Kingdom,North,EU
Bukavu-South Kivu-Democratic Republic of the Congo,Bukavu,South Kivu,Democratic Republic of the Congo,Africa,Africa
Hamar-Hedmark-Norway,Hamar,Hedmark,Norway,North,EU
Niagara Falls-New York-United States,Niagara Falls,New York,United States,East,US
Panama City-Panama-Panama,Panama City,Panama,Panama,Central,LATAM
Coon Rapids-Minnesota-United States,Coon Rapids,Minnesota,United States,Central,US
Iasi-Iasi-Romania,Iasi,Iasi,Romania,EMEA,EMEA
Kamarhati-West Bengal-India,Kamarhati,West Bengal,India,Central Asia,APAC
Villiers-sur-Marne-Ile-de-France-France,Villiers-sur-Marne,Ile-de-France,France,Central,EU
Castrop-Rauxel-North Rhine-Westphalia-Germany,Castrop-Rauxel,North Rhine-Westphalia,Germany,Central,EU
Heidelberg-Baden-Württemberg-Germany,Heidelberg,Baden-Württemberg,Germany,Central,EU
Yacuiba-Tarija-Bolivia,Yacuiba,Tarija,Bolivia,South,LATAM
Padang-Sumatera Barat-Indonesia,Padang,Sumatera Barat,Indonesia,Southeast Asia,APAC
Draper-Utah-United States,Draper,Utah,United States,West,US
Rueil-Malmaison-Ile-de-France-France,Rueil-Malmaison,Ile-de-France,France,Central,EU
Chatham-England-United Kingdom,Chatham,England,United Kingdom,North,EU
Targu Mures-Mures-Romania,Targu Mures,Mures,Romania,EMEA,EMEA
Zabrze-Silesia-Poland,Zabrze,Silesia,Poland,EMEA,EMEA
Hachinohe-Aomori-Japan,Hachinohe,Aomori,Japan,North Asia,APAC
Venlo-Limburg-Netherlands,Venlo,Limburg,Netherlands,Central,EU
Yantai-Shandong-China,Yantai,Shandong,China,North Asia,APAC
Montecatini Terme-Tuscany-Italy,Montecatini Terme,Tuscany,Italy,South,EU
El Cajon-California-United States,El Cajon,California,United States,West,US
Reggio nell'Emilia-Emilia-Romagna-Italy,Reggio nell'Emilia,Emilia-Romagna,Italy,South,EU
Patna-Bihar-India,Patna,Bihar,India,Central Asia,APAC
Bremerhaven-Bremen-Germany,Bremerhaven,Bremen,Germany,Central,EU
Portmore-Saint Catherine-Jamaica,Portmore,Saint Catherine,Jamaica,Caribbean,LATAM
Drobeta-Turnu Severin-Mehedinti-Romania,Drobeta-Turnu Severin,Mehedinti,Romania,EMEA,EMEA
Schiffweiler-Saarland-Germany,Schiffweiler,Saarland,Germany,Central,EU
Newport News-Virginia-United States,Newport News,Virginia,United States,South,US
Acireale-Sicily-Italy,Acireale,Sicily,Italy,South,EU
Wheeling-Illinois-United States,Wheeling,Illinois,United States,Central,US
Derby-England-United Kingdom,Derby,England,United Kingdom,North,EU
Visakhapatnam-Andhra Pradesh-India,Visakhapatnam,Andhra Pradesh,India,Central Asia,APAC
Taupo-Waikato-New Zealand,Taupo,Waikato,New Zealand,Oceania,APAC
Chetumal-Quintana Roo-Mexico,Chetumal,Quintana Roo,Mexico,North,LATAM
Guilin-Guangxi-China,Guilin,Guangxi,China,North Asia,APAC
Birobidzhan-Yevrey-Russia,Birobidzhan,Yevrey,Russia,EMEA,EMEA
Valladolid-Castile and León-Spain,Valladolid,Castile and León,Spain,South,EU
Ahvaz-Khuzestan-Iran,Ahvaz,Khuzestan,Iran,EMEA,EMEA
Richmond-British Columbia-Canada,Richmond,British Columbia,Canada,Canada,Canada
Oslo-Oslo-Norway,Oslo,Oslo,Norway,North,EU
Stevenage-England-United Kingdom,Stevenage,England,United Kingdom,North,EU
Hangzhou-Zhejiang-China,Hangzhou,Zhejiang,China,North Asia,APAC
Nova Serrana-Minas Gerais-Brazil,Nova Serrana,Minas Gerais,Brazil,South,LATAM
Aylesbury-England-United Kingdom,Aylesbury,England,United Kingdom,North,EU
Nishinomiya-Hyogo-Japan,Nishinomiya,Hyogo,Japan,North Asia,APAC
Buffalo Grove-Illinois-United States,Buffalo Grove,Illinois,United States,Central,US
L'viv-L'viv-Ukraine,L'viv,L'viv,Ukraine,EMEA,EMEA
Al Muharraq-Muharraq-Bahrain,Al Muharraq,Muharraq,Bahrain,EMEA,EMEA
Chaohu-Anhui-China,Chaohu,Anhui,China,North Asia,APAC
Amsterdam-North Holland-Netherlands,Amsterdam,North Holland,Netherlands,Central,EU
Vanadzor-Lori-Armenia,Vanadzor,Lori,Armenia,EMEA,EMEA
Tipitapa-Managua-Nicaragua,Tipitapa,Managua,Nicaragua,Central,LATAM
Timaru-Canterbury-New Zealand,Timaru,Canterbury,New Zealand,Oceania,APAC
Springdale-Arkansas-United States,Springdale,Arkansas,United States,South,US
Tokat-Tokat-Turkey,Tokat,Tokat,Turkey,EMEA,EMEA
Arlington-Virginia-United States,Arlington,Virginia,United States,South,US
Ballarat-Victoria-Australia,Ballarat,Victoria,Australia,Oceania,APAC
Gaziemir-Izmir-Turkey,Gaziemir,Izmir,Turkey,EMEA,EMEA
Altotonga-Veracruz-Mexico,Altotonga,Veracruz,Mexico,North,LATAM
San Pablo de las Salinas-México-Mexico,San Pablo de las Salinas,México,Mexico,North,LATAM
Massy-Ile-de-France-France,Massy,Ile-de-France,France,Central,EU
Eindhoven-North Brabant-Netherlands,Eindhoven,North Brabant,Netherlands,Central,EU
Den Helder-North Holland-Netherlands,Den Helder,North Holland,Netherlands,Central,EU
Talence-Aquitaine-France,Talence,Aquitaine,France,Central,EU
Andria-Apulia-Italy,Andria,Apulia,Italy,South,EU
Cairns-Queensland-Australia,Cairns,Queensland,Australia,Oceania,APAC
Delft-South Holland-Netherlands,Delft,South Holland,Netherlands,Central,EU
Huddersfield-England-United Kingdom,Huddersfield,England,United Kingdom,North,EU
Stafford-England-United Kingdom,Stafford,England,United Kingdom,North,EU
Watford-England-United Kingdom,Watford,England,United Kingdom,North,EU
Richmond Hill-Ontario-Canada,Richmond Hill,Ontario,Canada,Canada,Canada
Wattrelos-Nord-Pas-de-Calais-France,Wattrelos,Nord-Pas-de-Calais,France,Central,EU
Kingston-Ontario-Canada,Kingston,Ontario,Canada,Canada,Canada
Satna-Madhya Pradesh-India,Satna,Madhya Pradesh,India,Central Asia,APAC
eMbalenhle-Mpumalanga-South Africa,eMbalenhle,Mpumalanga,South Africa,Africa,Africa
Coral Gables-Florida-United States,Coral Gables,Florida,United States,South,US
Gulu-Gulu-Uganda,Gulu,Gulu,Uganda,Africa,Africa
Bhiwandi-Maharashtra-India,Bhiwandi,Maharashtra,India,Central Asia,APAC
Salihli-Manisa-Turkey,Salihli,Manisa,Turkey,EMEA,EMEA
Xinshi-Hubei-China,Xinshi,Hubei,China,North Asia,APAC
Boynton Beach-Florida-United States,Boynton Beach,Florida,United States,South,US
Port Elizabeth-Eastern Cape-South Africa,Port Elizabeth,Eastern Cape,South Africa,Africa,Africa
Molina de Segura-Murcia-Spain,Molina de Segura,Murcia,Spain,South,EU
Wigan-England-United Kingdom,Wigan,England,United Kingdom,North,EU
João Pessoa-Paraíba-Brazil,João Pessoa,Paraíba,Brazil,South,LATAM
Gombe-Gombe-Nigeria,Gombe,Gombe,Nigeria,Africa,Africa
Haarlem-North Holland-Netherlands,Haarlem,North Holland,Netherlands,Central,EU
Carora-Lara-Venezuela,Carora,Lara,Venezuela,South,LATAM
Anqing-Anhui-China,Anqing,Anhui,China,North Asia,APAC
Laurel-Maryland-United States,Laurel,Maryland,United States,East,US
Bloomington-Illinois-United States,Bloomington,Illinois,United States,Central,US
Palhoça-Santa Catarina-Brazil,Palhoça,Santa Catarina,Brazil,South,LATAM
Montmorency-Ile-de-France-France,Montmorency,Ile-de-France,France,Central,EU
Santana de Parnaíba-São Paulo-Brazil,Santana de Parnaíba,São Paulo,Brazil,South,LATAM
Khemisset-Rabat-Salé-Zemmour-Zaer-Morocco,Khemisset,Rabat-Salé-Zemmour-Zaer,Morocco,Africa,Africa
Katsushika-ku-Tokyo-Japan,Katsushika-ku,Tokyo,Japan,North Asia,APAC
Falconara Marittima-Marche-Italy,Falconara Marittima,Marche,Italy,South,EU
Cuneo-Piedmont-Italy,Cuneo,Piedmont,Italy,South,EU
Edinburgh-Scotland-United Kingdom,Edinburgh,Scotland,United Kingdom,North,EU
Guaymas-Sonora-Mexico,Guaymas,Sonora,Mexico,North,LATAM
Yonkers-New York-United States,Yonkers,New York,United States,East,US
Sidi Bel Abbes-Sidi Bel Abbes-Algeria,Sidi Bel Abbes,Sidi Bel Abbes,Algeria,Africa,Africa
Minneapolis-Minnesota-United States,Minneapolis,Minnesota,United States,Central,US
Aix-les-Bains-Rhône-Alpes-France,Aix-les-Bains,Rhône-Alpes,France,Central,EU
Gyula-Bekes-Hungary,Gyula,Bekes,Hungary,EMEA,EMEA
Yuma-Arizona-United States,Yuma,Arizona,United States,West,US
Arapiraca-Alagoas-Brazil,Arapiraca,Alagoas,Brazil,South,LATAM
Assen-Drenthe-Netherlands,Assen,Drenthe,Netherlands,Central,EU
Hyderabad-Sindh-Pakistan,Hyderabad,Sindh,Pakistan,Central Asia,APAC
Edmonds-Washington-United States,Edmonds,Washington,United States,West,US
Montes Claros-Minas Gerais-Brazil,Montes Claros,Minas Gerais,Brazil,South,LATAM
